Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

07:51:24 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:52:04 PM  1000     35172    0.00    0.00    0.00    0.00    0.00     5  redis_info_loop
07:52:04 PM  1000     35174    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:     1000     35172    0.00    0.00    0.00    0.00    0.00     -  redis_info_loop
Average:     1000     35174    0.00    0.00    0.00    0.00    0.00     -  sh
