Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

07:53:42 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:54:22 PM     0      1495    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
07:54:22 PM   111     36806    0.33    0.45    0.00    0.00    0.78     4  netdata
07:54:22 PM   111     37180    0.10    0.05    0.00    0.00    0.15     2  bash
07:54:22 PM   111     37203    0.07    0.00    0.00    0.00    0.07     2  go.d.plugin
07:54:22 PM   111     37205    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
07:54:22 PM  1000     37456    0.00    0.00    0.00    0.00    0.00     0  ssh
07:54:22 PM  1000     37931    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     36806    0.33    0.45    0.00    0.00    0.78     -  netdata
Average:      111     37180    0.10    0.05    0.00    0.00    0.15     -  bash
Average:      111     37203    0.07    0.00    0.00    0.00    0.07     -  go.d.plugin
Average:      111     37205    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     37456    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     37931    0.00    0.00    0.00    0.00    0.00     -  sh
