Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:52:09 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:52:49 PM     0      1495    0.00    0.03    0.00    0.00    0.03     3  systemd-journal
08:52:49 PM   111     99936   15.65    4.67    0.00    0.00   20.32     2  netdata
08:52:49 PM   111    100316    0.12    0.05    0.00    0.00    0.18     2  bash
08:52:49 PM   111    100330    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
08:52:49 PM  1000    100553    0.20    0.00    0.00    0.00    0.20     1  ssh
08:52:49 PM  1000    100554    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111     99936   15.65    4.67    0.00    0.00   20.32     -  netdata
Average:      111    100316    0.12    0.05    0.00    0.00    0.18     -  bash
Average:      111    100330    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    100553    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    100554    0.00    0.00    0.00    0.00    0.00     -  sh
