Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

07:52:04 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:52:44 PM     0      1495    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
07:52:44 PM   111     34515    0.53    0.22    0.00    0.00    0.75     3  netdata
07:52:44 PM   111     34889    0.07    0.10    0.00    0.00    0.18     4  bash
07:52:44 PM   111     34911    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
07:52:44 PM   111     34913    0.07    0.03    0.00    0.00    0.10     0  go.d.plugin
07:52:44 PM  1000     35173    0.00    0.00    0.00    0.00    0.00     2  ssh
07:52:44 PM  1000     36306    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     34515    0.53    0.22    0.00    0.00    0.75     -  netdata
Average:      111     34889    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111     34911    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111     34913    0.07    0.03    0.00    0.00    0.10     -  go.d.plugin
Average:     1000     35173    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     36306    0.00    0.00    0.00    0.00    0.00     -  sh
