Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:24:55 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:25:35 PM     0      9965    0.00    0.03    0.00    0.00    0.03     1  systemd-journal
03:25:35 PM   111    234236    1.38    1.23    0.00    0.00    2.60     4  netdata
03:25:35 PM   111    234613    0.05    0.10    0.00    0.00    0.15     0  bash
03:25:35 PM   111    234635    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
03:25:35 PM  1000    234792    0.20    0.00    0.00    0.00    0.20     4  ssh
03:25:35 PM  1000    234793    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    234236    1.38    1.23    0.00    0.00    2.60     -  netdata
Average:      111    234613    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    234635    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    234792    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    234793    0.00    0.00    0.00    0.00    0.00     -  sh
