Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:38:29 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:39:09 PM     0      9965    0.03    0.00    0.00    0.00    0.03     1  systemd-journal
04:39:09 PM   111    302017   13.55    5.92    0.00    0.00   19.48     0  netdata
04:39:09 PM   111    302385    0.07    0.07    0.00    0.00    0.15     3  bash
04:39:09 PM   111    302411    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
04:39:09 PM   111    302413    0.07    0.10    0.00    0.00    0.18     1  go.d.plugin
04:39:09 PM  1000    302596    0.18    0.03    0.00    0.00    0.20     5  ssh
04:39:09 PM  1000    302597    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    302017   13.55    5.92    0.00    0.00   19.48     -  netdata
Average:      111    302385    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    302411    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    302413    0.07    0.10    0.00    0.00    0.18     -  go.d.plugin
Average:     1000    302596    0.18    0.03    0.00    0.00    0.20     -  ssh
Average:     1000    302597    0.00    0.00    0.00    0.00    0.00     -  sh
