Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:25:47 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:26:27 PM     0      9965    0.03    0.03    0.00    0.00    0.05     5  systemd-journal
03:26:27 PM   111    235457   16.30    6.08    0.00    0.00   22.38     1  netdata
03:26:27 PM   111    235830    0.12    0.05    0.00    0.00    0.18     3  bash
03:26:27 PM   111    235853    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:26:27 PM  1000    236003    0.20    0.00    0.00    0.00    0.20     3  ssh
03:26:27 PM  1000    236004    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111    235457   16.30    6.08    0.00    0.00   22.38     -  netdata
Average:      111    235830    0.12    0.05    0.00    0.00    0.18     -  bash
Average:      111    235853    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    236003    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    236004    0.00    0.00    0.00    0.00    0.00     -  sh
