Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:36:43 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:37:23 PM     0      9965    0.00    0.03    0.00    0.00    0.03     1  systemd-journal
04:37:23 PM   111    299519    2.02    1.50    0.00    0.00    3.52     1  netdata
04:37:23 PM   111    299892    0.05    0.10    0.00    0.00    0.15     4  bash
04:37:23 PM   111    299913    0.10    0.07    0.00    0.00    0.18     4  go.d.plugin
04:37:23 PM   111    299914    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
04:37:23 PM  1000    300098    0.20    0.00    0.00    0.00    0.20     1  ssh
04:37:23 PM  1000    300099    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    299519    2.02    1.50    0.00    0.00    3.52     -  netdata
Average:      111    299892    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    299913    0.10    0.07    0.00    0.00    0.18     -  go.d.plugin
Average:      111    299914    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    300098    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    300099    0.00    0.00    0.00    0.00    0.00     -  sh
