Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:58:45 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:59:25 PM     0      9965    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
04:59:25 PM   111    331698    2.15    1.57    0.00    0.00    3.72     2  netdata
04:59:25 PM   111    332068    0.07    0.07    0.00    0.00    0.15     0  bash
04:59:25 PM   111    332090    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
04:59:25 PM   111    332092    0.18    0.07    0.00    0.00    0.25     2  go.d.plugin
04:59:25 PM  1000    332276    0.18    0.00    0.00    0.00    0.18     5  ssh
04:59:25 PM  1000    332277    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    331698    2.15    1.57    0.00    0.00    3.72     -  netdata
Average:      111    332068    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    332090    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    332092    0.18    0.07    0.00    0.00    0.25     -  go.d.plugin
Average:     1000    332276    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    332277    0.00    0.00    0.00    0.00    0.00     -  sh
