Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:59:38 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:00:18 PM     0      9965    0.03    0.00    0.00    0.00    0.03     1  systemd-journal
05:00:18 PM   111    333021   14.40    6.33    0.00    0.00   20.72     4  netdata
05:00:18 PM   111    333394    0.07    0.10    0.00    0.00    0.18     3  bash
05:00:18 PM   111    333416    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
05:00:18 PM   111    333418    0.18    0.05    0.00    0.00    0.22     3  go.d.plugin
05:00:18 PM  1000    333600    0.18    0.00    0.00    0.00    0.18     1  ssh
05:00:18 PM  1000    333601    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    333021   14.40    6.33    0.00    0.00   20.72     -  netdata
Average:      111    333394    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111    333416    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    333418    0.18    0.05    0.00    0.00    0.22     -  go.d.plugin
Average:     1000    333600    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    333601    0.00    0.00    0.00    0.00    0.00     -  sh
