Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:59:50 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:00:30 PM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
09:00:30 PM   111    109759    0.35    0.33    0.00    0.00    0.68     2  netdata
09:00:30 PM   111    110129    0.10    0.07    0.00    0.00    0.18     1  bash
09:00:30 PM   111    110151    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
09:00:30 PM  1000    110368    0.20    0.00    0.00    0.00    0.20     5  ssh
09:00:30 PM  1000    110369    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    109759    0.35    0.33    0.00    0.00    0.68     -  netdata
Average:      111    110129    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111    110151    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    110368    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    110369    0.00    0.00    0.00    0.00    0.00     -  sh
