Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:08:24 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:09:04 PM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
08:09:04 PM   111     51559    0.45    0.33    0.00    0.00    0.78     1  netdata
08:09:04 PM   111     51932    0.10    0.07    0.00    0.00    0.18     1  bash
08:09:04 PM   111     51956    0.07    0.03    0.00    0.00    0.10     0  go.d.plugin
08:09:04 PM   111     51957    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
08:09:04 PM  1000     52210    0.00    0.00    0.00    0.00    0.00     2  ssh
08:09:04 PM  1000     52685    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     51559    0.45    0.33    0.00    0.00    0.78     -  netdata
Average:      111     51932    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111     51956    0.07    0.03    0.00    0.00    0.10     -  go.d.plugin
Average:      111     51957    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     52210    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     52685    0.00    0.00    0.00    0.00    0.00     -  sh
