Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

09:00:48 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:01:28 PM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
09:01:28 PM   111    110986   15.53    4.90    0.00    0.00   20.42     0  netdata
09:01:28 PM   111    111358    0.10    0.05    0.00    0.00    0.15     4  bash
09:01:28 PM   111    111382    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
09:01:28 PM  1000    111603    0.20    0.00    0.00    0.00    0.20     4  ssh
09:01:28 PM  1000    111604    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    110986   15.53    4.90    0.00    0.00   20.42     -  netdata
Average:      111    111358    0.10    0.05    0.00    0.00    0.15     -  bash
Average:      111    111382    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    111603    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    111604    0.00    0.00    0.00    0.00    0.00     -  sh
