Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

01:30:21 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:30:22 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
01:30:22 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:30:22 AM   111   2984469   11.00    5.00    0.00    0.00   16.00     0  netdata
01:30:22 AM   111   2984985    1.00    0.00    0.00    0.00    1.00     0  bash
01:30:22 AM   111   2985005    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:30:22 AM   111   2985006    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:30:22 AM   111   2985007    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:30:22 AM   111   2985009    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:30:22 AM   111   2985012    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:30:22 AM   111   2985014    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:30:22 AM   111   2985015    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:30:22 AM   111   2985023    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:30:22 AM  1000   2985214    7.00    0.00    0.00    0.00    7.00     1  ssh
01:30:22 AM  1000   2985215    0.00    0.00    0.00    0.00    0.00     4  sh

01:30:22 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:30:23 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
01:30:23 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:30:23 AM   111   2984469    1.00    6.00    0.00    0.00    7.00     0  netdata
01:30:23 AM   111   2984985    0.00    0.00    0.00    0.00    0.00     0  bash
01:30:23 AM   111   2985005    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:30:23 AM   111   2985006    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:30:23 AM   111   2985007    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:30:23 AM   111   2985009    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:30:23 AM   111   2985012    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:30:23 AM   111   2985014    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:30:23 AM   111   2985015    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:30:23 AM   111   2985023    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:30:23 AM  1000   2985214    0.00    0.00    0.00    0.00    0.00     1  ssh
01:30:23 AM  1000   2985215    0.00    0.00    0.00    0.00    0.00     4  sh

01:30:23 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:30:24 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
01:30:24 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
