Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

01:31:27 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:28 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
01:31:28 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:28 AM   111   2987788    5.00    6.00    0.00    0.00   11.00     0  netdata
01:31:28 AM   111   2988301    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:28 AM   111   2988324    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:28 AM   111   2988325    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:28 AM   111   2988326    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:28 AM   111   2988328    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:28 AM   111   2988332    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:28 AM   111   2988341    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:31:28 AM   111   2988342    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:28 AM   111   2988343    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:28 AM  1000   2988534    9.00    0.00    0.00    0.00    9.00     4  ssh
01:31:28 AM  1000   2988535    0.00    0.00    0.00    0.00    0.00     3  sh

01:31:28 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:29 AM     0   1946633    1.00    0.00    0.00    0.00    1.00     2  systemd-journal
01:31:29 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:29 AM   111   2987788    5.00    6.00    0.00    0.00   11.00     0  netdata
01:31:29 AM   111   2988301    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:29 AM   111   2988324    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:29 AM   111   2988325    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:29 AM   111   2988326    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:29 AM   111   2988328    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:29 AM   111   2988332    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:29 AM   111   2988341    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:29 AM   111   2988342    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:29 AM   111   2988343    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:29 AM  1000   2988534    0.00    0.00    0.00    0.00    0.00     4  ssh
01:31:29 AM  1000   2988535    0.00    0.00    0.00    0.00    0.00     3  sh

01:31:29 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:30 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
01:31:30 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:30 AM   111   2987788    1.00    4.00    0.00    0.00    5.00     0  netdata
01:31:30 AM   111   2988301    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:30 AM   111   2988324    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:30 AM   111   2988325    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:30 AM   111   2988326    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:30 AM   111   2988328    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:30 AM   111   2988332    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:30 AM   111   2988341    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:30 AM   111   2988342    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:30 AM   111   2988343    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:30 AM  1000   2988534    0.00    0.00    0.00    0.00    0.00     4  ssh
01:31:30 AM  1000   2988535    0.00    0.00    0.00    0.00    0.00     3  sh

01:31:30 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:31 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
01:31:31 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:31 AM   111   2987788    3.00    4.00    0.00    0.00    7.00     0  netdata
01:31:31 AM   111   2988301    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:31 AM   111   2988324    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:31 AM   111   2988325    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:31 AM   111   2988326    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:31 AM   111   2988328    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:31 AM   111   2988332    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:31 AM   111   2988341    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:31 AM   111   2988342    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:31 AM   111   2988343    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:31 AM  1000   2988534    0.00    0.00    0.00    0.00    0.00     4  ssh
01:31:31 AM  1000   2988535    0.00    0.00    0.00    0.00    0.00     3  sh

01:31:31 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:32 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
01:31:32 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:32 AM   111   2987788    4.00    7.00    0.00    0.00   11.00     0  netdata
01:31:32 AM   111   2988301    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:32 AM   111   2988324    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:32 AM   111   2988325    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:32 AM   111   2988326    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:32 AM   111   2988328    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:32 AM   111   2988332    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:32 AM   111   2988341    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
01:31:32 AM   111   2988342    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:32 AM   111   2988343    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:32 AM  1000   2988534    0.00    0.00    0.00    0.00    0.00     4  ssh
01:31:32 AM  1000   2988535    0.00    0.00    0.00    0.00    0.00     3  sh

01:31:32 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:33 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
01:31:33 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:33 AM   111   2987788    6.00    7.00    0.00    0.00   13.00     0  netdata
01:31:33 AM   111   2988301    0.00    1.00    0.00    0.00    1.00     0  bash
01:31:33 AM   111   2988324    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:33 AM   111   2988325    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:33 AM   111   2988326    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:33 AM   111   2988328    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:33 AM   111   2988332    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:33 AM   111   2988341    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:33 AM   111   2988342    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:33 AM   111   2988343    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:33 AM  1000   2988534    0.00    0.00    0.00    0.00    0.00     4  ssh
01:31:33 AM  1000   2988535    0.00    0.00    0.00    0.00    0.00     3  sh

01:31:33 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:34 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
01:31:34 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:34 AM   111   2987788    1.00    3.00    0.00    0.00    4.00     0  netdata
01:31:34 AM   111   2988301    0.00    0.00    0.00    0.00    0.00     0  bash
01:31:34 AM   111   2988324    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:34 AM   111   2988325    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:31:34 AM   111   2988326    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:34 AM   111   2988328    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:34 AM   111   2988332    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:34 AM   111   2988341    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:34 AM   111   2988342    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:34 AM   111   2988343    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:34 AM  1000   2988534    0.00    0.00    0.00    0.00    0.00     4  ssh
01:31:34 AM  1000   2988535    0.00    0.00    0.00    0.00    0.00     3  sh

01:31:34 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:35 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
01:31:35 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:35 AM   111   2987788    3.00    0.00    0.00    0.00    3.00     0  netdata
01:31:35 AM   111   2988301    0.00    0.00    0.00    1.00    0.00     0  bash
01:31:35 AM   111   2988324    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:31:35 AM   111   2988325    1.00    1.00    0.00    0.00    2.00     0  go.d.plugin
01:31:35 AM   111   2988326    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:31:35 AM   111   2988328    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:31:35 AM   111   2988332    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:31:35 AM   111   2988341    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:31:35 AM   111   2988342    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:31:35 AM   111   2988343    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:31:35 AM  1000   2988534    0.00    0.00    0.00    0.00    0.00     4  ssh
01:31:35 AM  1000   2988535    0.00    0.00    0.00    0.00    0.00     3  sh

01:31:35 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:31:36 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
01:31:36 AM  1000   2984323    0.00    0.00    0.00    0.00    0.00     1  batcat
01:31:36 AM   111   2987788    1.00    0.00    0.00    0.00    1.00     0  netdata
01:31:36 AM   111   2988301    0.00    0.00    0.00    0.00    0.00     0  bash
