Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

01:33:23 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:24 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:24 PM   111   3368570    5.00    9.00    0.00    0.00   14.00     0  netdata
01:33:24 PM   111   3368951    0.00    0.00    0.00    0.00    0.00     0  bash
01:33:24 PM   111   3368970    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:24 PM   111   3368971    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:24 PM   111   3368973    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:24 PM   111   3368975    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:24 PM   111   3368977    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:24 PM   111   3368984    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:24 PM   111   3368986    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:24 PM   111   3368991    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
01:33:24 PM  1000   3369180    8.00    0.00    0.00    0.00    8.00     5  ssh
01:33:24 PM  1000   3369181    0.00    0.00    0.00    0.00    0.00     3  sh

01:33:24 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:25 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:25 PM   111   3368570    1.00    6.00    0.00    0.00    7.00     0  netdata
01:33:25 PM   111   3368951    0.00    1.00    0.00    0.00    1.00     0  bash
01:33:25 PM   111   3368970    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:25 PM   111   3368971    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:25 PM   111   3368973    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:25 PM   111   3368975    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:25 PM   111   3368977    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:25 PM   111   3368984    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:25 PM   111   3368986    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:25 PM   111   3368991    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:33:25 PM  1000   3369180    0.00    0.00    0.00    0.00    0.00     5  ssh
01:33:25 PM  1000   3369181    0.00    0.00    0.00    0.00    0.00     3  sh

01:33:25 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:26 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:26 PM   111   3368570    7.00    5.00    0.00    0.00   12.00     0  netdata
01:33:26 PM   111   3368951    0.00    0.00    0.00    0.00    0.00     0  bash
01:33:26 PM   111   3368970    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:26 PM   111   3368971    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:26 PM   111   3368973    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:26 PM   111   3368975    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:26 PM   111   3368977    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:26 PM   111   3368984    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:26 PM   111   3368986    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:26 PM   111   3368991    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
01:33:26 PM  1000   3369180    0.00    0.00    0.00    0.00    0.00     5  ssh
01:33:26 PM  1000   3369181    0.00    0.00    0.00    0.00    0.00     3  sh

01:33:26 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:27 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:27 PM   111   3368570    5.00    8.00    0.00    0.00   13.00     0  netdata
01:33:27 PM   111   3368951    0.00    0.00    0.00    0.00    0.00     0  bash
01:33:27 PM   111   3368970    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:27 PM   111   3368971    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:27 PM   111   3368973    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:27 PM   111   3368975    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:27 PM   111   3368977    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:27 PM   111   3368984    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:27 PM   111   3368986    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:27 PM   111   3368991    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
01:33:27 PM  1000   3369180    0.00    0.00    0.00    0.00    0.00     5  ssh
01:33:27 PM  1000   3369181    0.00    0.00    0.00    0.00    0.00     3  sh

01:33:27 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:28 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:28 PM   111   3368570    1.00    0.00    0.00    0.00    1.00     0  netdata
01:33:28 PM   111   3368951    0.00    0.00    0.00    0.00    0.00     0  bash
01:33:28 PM   111   3368970    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:28 PM   111   3368971    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:28 PM   111   3368973    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:28 PM   111   3368975    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:28 PM   111   3368977    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:28 PM   111   3368984    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:28 PM   111   3368986    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:28 PM   111   3368991    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:33:28 PM  1000   3369180    0.00    0.00    0.00    0.00    0.00     5  ssh
01:33:28 PM  1000   3369181    0.00    0.00    0.00    0.00    0.00     3  sh

01:33:28 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:29 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:29 PM   111   3368570    0.00    0.00    0.00    0.00    0.00     0  netdata
01:33:29 PM   111   3368951    0.00    0.00    0.00    0.00    0.00     0  bash
01:33:29 PM   111   3368970    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:29 PM   111   3368971    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:29 PM   111   3368973    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:29 PM   111   3368975    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:29 PM   111   3368977    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:29 PM   111   3368984    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:29 PM   111   3368986    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:29 PM   111   3368991    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:33:29 PM  1000   3369180    0.00    0.00    0.00    0.00    0.00     5  ssh
01:33:29 PM  1000   3369181    0.00    0.00    0.00    0.00    0.00     3  sh

01:33:29 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:30 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:30 PM   111   3368570    0.00    1.00    0.00    0.00    1.00     0  netdata
01:33:30 PM   111   3368951    1.00    0.00    0.00    0.00    1.00     0  bash
