Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:36:48 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:37:28 AM     0       660    0.03    0.00    0.00    0.00    0.03     5  systemd-journal
11:37:28 AM   111    720244    4.40    2.27    0.00    0.88    6.68     0  netdata
11:37:28 AM   111    720621    0.07    0.07    0.00    0.03    0.15     0  bash
11:37:28 AM   111    720640    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:37:28 AM   111    720641    0.25    0.80    0.00    0.15    1.05     0  apps.plugin
11:37:28 AM   111    720642    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
11:37:28 AM   111    720643    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:37:28 AM   111    720644    0.00    0.00    0.00    0.03    0.00     0  ebpf.plugin
11:37:28 AM   111    720650    0.00    0.03    0.00    0.30    0.03     0  debugfs.plugin
11:37:28 AM   111    720652    0.12    0.05    0.00    0.00    0.18     0  go.d.plugin
11:37:28 AM   111    720653    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:37:28 AM  1000    720849    0.20    0.00    0.00    0.00    0.20     3  ssh
11:37:28 AM  1000    720850    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    720244    4.40    2.27    0.00    0.88    6.68     -  netdata
Average:      111    720621    0.07    0.07    0.00    0.03    0.15     -  bash
Average:      111    720640    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    720641    0.25    0.80    0.00    0.15    1.05     -  apps.plugin
Average:      111    720642    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111    720643    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    720644    0.00    0.00    0.00    0.03    0.00     -  ebpf.plugin
Average:      111    720650    0.00    0.03    0.00    0.30    0.03     -  debugfs.plugin
Average:      111    720652    0.12    0.05    0.00    0.00    0.18     -  go.d.plugin
Average:      111    720653    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    720849    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    720850    0.00    0.00    0.00    0.00    0.00     -  sh
