Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

12:54:55 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:54:56 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:54:56 AM   111   2949476    9.00    4.00    0.00    0.00   13.00     0  netdata
12:54:56 AM  1000   2949477    8.00    0.00    0.00    0.00    8.00     1  ssh
12:54:56 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:54:56 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:54:57 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:54:57 AM   111   2949476   12.00    4.00    0.00    0.00   16.00     0  netdata
12:54:57 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:54:57 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:54:57 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:54:58 AM     0   1946633    0.00    1.00    0.00    0.00    1.00     2  systemd-journal
12:54:58 AM   111   2949476    7.00    6.00    0.00    0.00   13.00     0  netdata
12:54:58 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:54:58 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:54:58 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:54:59 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:54:59 AM   111   2949476   52.00    7.00    0.00   25.00   59.00     0  netdata
12:54:59 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:54:59 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:54:59 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:00 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:55:00 AM   111   2949476    8.00    6.00    0.00    0.00   14.00     0  netdata
12:55:00 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:55:00 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:00 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:01 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:55:01 AM   111   2949476   14.00    9.00    0.00    0.00   23.00     0  netdata
12:55:01 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:55:01 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:01 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:02 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:55:02 AM   111   2949476    4.00    5.00    0.00    0.00    9.00     0  netdata
12:55:02 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:55:02 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:02 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:03 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:55:03 AM   111   2949476    9.00    5.00    0.00    0.00   14.00     0  netdata
12:55:03 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:55:03 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:03 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:04 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:55:04 AM   111   2949476    7.00    7.00    0.00    0.00   14.00     0  netdata
12:55:04 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:55:04 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:04 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:05 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:55:05 AM   111   2949476    0.00    1.00    0.00    0.00    1.00     0  netdata
12:55:05 AM  1000   2949477    0.00    0.00    0.00    0.00    0.00     1  ssh
12:55:05 AM  1000   2949478    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0   1946633    0.00    0.10    0.00    0.00    0.10     -  systemd-journal
Average:      111   2949476   12.20    5.40    0.00    2.50   17.60     -  netdata
Average:     1000   2949477    0.80    0.00    0.00    0.00    0.80     -  ssh
Average:     1000   2949478    0.00    0.00    0.00    0.00    0.00     -  sh
