Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:22:57 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:23:37 AM     0       660    0.02    0.02    0.00    0.00    0.05     1  systemd-journal
11:23:37 AM   111    701874    2.92    1.47    0.00    0.57    4.40     0  netdata
11:23:37 AM   111    702251    0.07    0.07    0.00    0.02    0.15     0  bash
11:23:37 AM   111    702273    0.17    0.82    0.00    0.02    1.00     0  apps.plugin
11:23:37 AM   111    702275    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:23:37 AM   111    702277    0.00    0.02    0.00    0.00    0.02     0  sd-jrnl.plugin
11:23:37 AM   111    702279    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:23:37 AM   111    702280    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:23:37 AM   111    702281    0.07    0.02    0.00    0.00    0.10     0  go.d.plugin
11:23:37 AM   111    702284    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
11:23:37 AM   111    702288    0.02    0.02    0.00    0.00    0.05     0  debugfs.plugin
11:23:37 AM  1000    702479    0.20    0.00    0.00    0.00    0.20     5  ssh
11:23:37 AM  1000    702480    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.02    0.02    0.00    0.00    0.05     -  systemd-journal
Average:      111    701874    2.92    1.47    0.00    0.57    4.40     -  netdata
Average:      111    702251    0.07    0.07    0.00    0.02    0.15     -  bash
Average:      111    702273    0.17    0.82    0.00    0.02    1.00     -  apps.plugin
Average:      111    702275    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    702277    0.00    0.02    0.00    0.00    0.02     -  sd-jrnl.plugin
Average:      111    702279    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    702280    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    702281    0.07    0.02    0.00    0.00    0.10     -  go.d.plugin
Average:      111    702284    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:      111    702288    0.02    0.02    0.00    0.00    0.05     -  debugfs.plugin
Average:     1000    702479    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    702480    0.00    0.00    0.00    0.00    0.00     -  sh
