Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:33:20 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:34:00 AM     0       660    0.00    0.03    0.00    0.00    0.03     1  systemd-journal
11:34:00 AM   111    715600    3.62    2.02    0.00    0.83    5.65     0  netdata
11:34:00 AM   111    715978    0.12    0.03    0.00    0.03    0.15     0  bash
11:34:00 AM   111    715997    0.15    0.88    0.00    0.05    1.03     0  apps.plugin
11:34:00 AM   111    715998    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:34:00 AM   111    716002    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
11:34:00 AM   111    716004    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:34:00 AM   111    716005    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
11:34:00 AM   111    716007    0.00    0.05    0.00    0.00    0.05     0  debugfs.plugin
11:34:00 AM   111    716008    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:34:00 AM   111    716012    0.10    0.03    0.00    0.00    0.12     0  go.d.plugin
11:34:00 AM  1000    716206    0.20    0.00    0.00    0.00    0.20     1  ssh
11:34:00 AM  1000    716207    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    715600    3.62    2.02    0.00    0.83    5.65     -  netdata
Average:      111    715978    0.12    0.03    0.00    0.03    0.15     -  bash
Average:      111    715997    0.15    0.88    0.00    0.05    1.03     -  apps.plugin
Average:      111    715998    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    716002    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111    716004    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    716005    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:      111    716007    0.00    0.05    0.00    0.00    0.05     -  debugfs.plugin
Average:      111    716008    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    716012    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:     1000    716206    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    716207    0.00    0.00    0.00    0.00    0.00     -  sh
