Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

08:49:48 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:50:28 PM     0      9965    0.03    0.00    0.00    0.00    0.03     1  systemd-journal
08:50:28 PM   111   3725278   16.57    6.38    0.00    0.00   22.95     1  netdata
08:50:28 PM   111   3725651    0.15    0.05    0.00    0.00    0.20     0  bash
08:50:28 PM   111   3725672    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
08:50:28 PM  1000   3725824    0.18    0.00    0.00    0.00    0.18     3  ssh
08:50:28 PM  1000   3725825    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111   3725278   16.57    6.38    0.00    0.00   22.95     -  netdata
Average:      111   3725651    0.15    0.05    0.00    0.00    0.20     -  bash
Average:      111   3725672    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3725824    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000   3725825    0.00    0.00    0.00    0.00    0.00     -  sh
