Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:40:37 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:41:17 AM     0      1495    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
03:41:17 AM   111    410106   15.57    4.62    0.00    0.00   20.20     2  netdata
03:41:17 AM   111    410483    0.10    0.05    0.00    0.00    0.15     0  bash
03:41:17 AM   111    410500    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:41:17 AM  1000    410717    0.18    0.00    0.00    0.00    0.18     4  ssh
03:41:17 AM  1000    410718    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    410106   15.57    4.62    0.00    0.00   20.20     -  netdata
Average:      111    410483    0.10    0.05    0.00    0.00    0.15     -  bash
Average:      111    410500    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    410717    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    410718    0.00    0.00    0.00    0.00    0.00     -  sh
