Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:29:39 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:30:19 PM     0      1495    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
08:30:19 PM   111     75583   12.40    5.50    0.00    0.00   17.90     4  netdata
08:30:19 PM   111     75963    0.10    0.10    0.00    0.00    0.20     3  bash
08:30:19 PM   111     75980    0.07    0.03    0.00    0.00    0.10     1  go.d.plugin
08:30:19 PM   111     75981    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
08:30:19 PM  1000     76236    0.00    0.00    0.00    0.00    0.00     2  ssh
08:30:19 PM  1000     76730    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     75583   12.40    5.50    0.00    0.00   17.90     -  netdata
Average:      111     75963    0.10    0.10    0.00    0.00    0.20     -  bash
Average:      111     75980    0.07    0.03    0.00    0.00    0.10     -  go.d.plugin
Average:      111     75981    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     76236    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     76730    0.00    0.00    0.00    0.00    0.00     -  sh
