Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

09:11:24 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:12:04 PM     0      1495    0.00    0.03    0.00    0.00    0.03     4  systemd-journal
09:12:04 PM   111    124703    0.27    0.40    0.00    0.00    0.68     4  netdata
09:12:04 PM   111    125075    0.05    0.10    0.00    0.00    0.15     0  bash
09:12:04 PM   111    125099    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
09:12:04 PM  1000    125320    0.18    0.00    0.00    0.00    0.18     2  ssh
09:12:04 PM  1000    125321    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    124703    0.27    0.40    0.00    0.00    0.68     -  netdata
Average:      111    125075    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    125099    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    125320    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    125321    0.00    0.00    0.00    0.00    0.00     -  sh
