Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:28:01 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:28:41 PM     0      1495    0.00    0.00    0.00    0.00    0.00     0  systemd-journal
08:28:41 PM   111     73920    0.20    0.55    0.00    0.00    0.75     4  netdata
08:28:41 PM   111     74297    0.10    0.07    0.00    0.00    0.18     3  bash
08:28:41 PM   111     74313    0.05    0.05    0.00    0.00    0.10     2  go.d.plugin
08:28:41 PM   111     74315    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
08:28:41 PM  1000     74571    0.00    0.00    0.00    0.00    0.00     4  ssh
08:28:41 PM  1000     75046    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     73920    0.20    0.55    0.00    0.00    0.75     -  netdata
Average:      111     74297    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111     74313    0.05    0.05    0.00    0.00    0.10     -  go.d.plugin
Average:      111     74315    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     74571    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     75046    0.00    0.00    0.00    0.00    0.00     -  sh
