Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

05:01:16 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:01:56 PM     0     12006    0.03    0.00    0.00    0.00    0.03     1  systemd-journal
05:01:56 PM   111   1868393    0.15    0.45    0.00    0.00    0.60     4  netdata
05:01:56 PM   111   1868766    0.07    0.10    0.00    0.00    0.18     4  bash
05:01:56 PM   111   1868786    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
05:01:56 PM  1000   1869010    0.20    0.00    0.00    0.00    0.20     3  ssh
05:01:56 PM  1000   1869011    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0     12006    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111   1868393    0.15    0.45    0.00    0.00    0.60     -  netdata
Average:      111   1868766    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111   1868786    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   1869010    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   1869011    0.00    0.00    0.00    0.00    0.00     -  sh
