Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

12:08:36 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:37 AM   111    250198    4.00   10.00    0.00    0.00   14.00     0  netdata
12:08:37 AM   111    250575    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:37 AM   111    250597    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:37 AM   111    250600    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:37 AM   111    250601    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
12:08:37 AM   111    250603    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:37 AM   111    250605    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:37 AM   111    250607    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:37 AM   111    250609    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:37 AM   111    250613    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:37 AM  1000    250807    8.00    0.00    0.00    0.00    8.00     4  ssh
12:08:37 AM  1000    250808    0.00    0.00    0.00    0.00    0.00     2  sh
12:08:37 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal

12:08:37 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:38 AM   111    250198    1.00    7.00    0.00    0.00    8.00     0  netdata
12:08:38 AM   111    250575    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:38 AM   111    250597    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:38 AM   111    250600    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:38 AM   111    250601    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:08:38 AM   111    250603    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:38 AM   111    250605    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:38 AM   111    250607    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:38 AM   111    250609    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:38 AM   111    250613    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:38 AM  1000    250807    0.00    0.00    0.00    0.00    0.00     4  ssh
12:08:38 AM  1000    250808    0.00    0.00    0.00    0.00    0.00     2  sh
12:08:38 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal

12:08:38 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:39 AM   111    250198    4.00    7.00    0.00    0.00   11.00     0  netdata
12:08:39 AM   111    250575    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:39 AM   111    250597    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:39 AM   111    250600    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:39 AM   111    250601    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:08:39 AM   111    250603    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:39 AM   111    250605    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:39 AM   111    250607    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:39 AM   111    250609    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:39 AM   111    250613    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:39 AM  1000    250807    0.00    0.00    0.00    0.00    0.00     4  ssh
12:08:39 AM  1000    250808    0.00    0.00    0.00    0.00    0.00     2  sh
12:08:39 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal

12:08:39 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:40 AM   111    250198    6.00    6.00    0.00    0.00   12.00     0  netdata
12:08:40 AM   111    250575    1.00    1.00    0.00    0.00    2.00     0  bash
12:08:40 AM   111    250597    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:40 AM   111    250600    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:40 AM   111    250601    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:08:40 AM   111    250603    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:40 AM   111    250605    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:40 AM   111    250607    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:40 AM   111    250609    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:40 AM   111    250613    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:40 AM  1000    250807    0.00    0.00    0.00    0.00    0.00     4  ssh
12:08:40 AM  1000    250808    0.00    0.00    0.00    0.00    0.00     2  sh
12:08:40 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal

12:08:40 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:41 AM   111    250198    0.00    0.00    0.00    0.00    0.00     0  netdata
12:08:41 AM   111    250575    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:41 AM   111    250597    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:41 AM   111    250600    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:41 AM   111    250601    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
12:08:41 AM   111    250603    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:41 AM   111    250605    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:41 AM   111    250607    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:41 AM   111    250609    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:41 AM   111    250613    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:41 AM  1000    250807    0.00    0.00    0.00    0.00    0.00     4  ssh
12:08:41 AM  1000    250808    0.00    0.00    0.00    0.00    0.00     2  sh
12:08:41 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal

12:08:41 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:42 AM   111    250198    0.00    1.00    0.00    0.00    1.00     0  netdata
12:08:42 AM   111    250575    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:42 AM   111    250597    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:42 AM   111    250600    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:42 AM   111    250601    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:08:42 AM   111    250603    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:42 AM   111    250605    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:42 AM   111    250607    0.00    1.00    0.00    0.00    1.00     0  go.d.plugin
12:08:42 AM   111    250609    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:42 AM   111    250613    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:42 AM  1000    250807    0.00    0.00    0.00    0.00    0.00     4  ssh
12:08:42 AM  1000    250808    0.00    0.00    0.00    0.00    0.00     2  sh
12:08:42 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal

12:08:42 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:43 AM   111    250198    1.00    0.00    0.00    0.00    1.00     0  netdata
12:08:43 AM   111    250575    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:43 AM   111    250597    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:43 AM   111    250600    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:43 AM   111    250601    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:08:43 AM   111    250603    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:43 AM   111    250605    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:43 AM   111    250607    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:43 AM   111    250609    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:43 AM   111    250613    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:43 AM  1000    250807    0.00    0.00    0.00    0.00    0.00     4  ssh
12:08:43 AM  1000    250808    0.00    0.00    0.00    0.00    0.00     2  sh
12:08:43 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal

12:08:43 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:44 AM   111    250198    1.00    0.00    0.00    0.00    1.00     0  netdata
12:08:44 AM   111    250575    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:44 AM   111    250597    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:44 AM   111    250600    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:44 AM   111    250601    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:08:44 AM   111    250603    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:44 AM   111    250605    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:44 AM   111    250607    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:44 AM   111    250609    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:44 AM   111    250613    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:44 AM  1000    250807    0.00    0.00    0.00    0.00    0.00     4  ssh
12:08:44 AM  1000    250808    0.00    0.00    0.00    0.00    0.00     2  sh
