Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

01:33:45 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:46 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:46 PM   111   3369459    8.00    7.00    0.00    0.00   15.00     0  netdata
01:33:46 PM   111   3369836    0.00    0.00    0.00    0.00    0.00     0  bash
01:33:46 PM   111   3369856    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:46 PM   111   3369857    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:46 PM   111   3369861    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:46 PM   111   3369865    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:46 PM   111   3369866    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
01:33:46 PM   111   3369872    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:46 PM   111   3369874    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:46 PM   111   3369876    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:46 PM  1000   3370069    8.00    0.00    0.00    0.00    8.00     5  ssh
01:33:46 PM  1000   3370070    0.00    0.00    0.00    0.00    0.00     2  sh

01:33:46 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:47 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:47 PM   111   3369459    2.00    5.00    0.00    0.00    7.00     0  netdata
01:33:47 PM   111   3369836    0.00    0.00    0.00    0.00    0.00     0  bash
01:33:47 PM   111   3369856    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:47 PM   111   3369857    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:47 PM   111   3369861    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:47 PM   111   3369865    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:47 PM   111   3369866    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
01:33:47 PM   111   3369872    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:47 PM   111   3369874    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:47 PM   111   3369876    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:47 PM  1000   3370069    0.00    0.00    0.00    0.00    0.00     5  ssh
01:33:47 PM  1000   3370070    0.00    0.00    0.00    0.00    0.00     2  sh

01:33:47 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:48 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:48 PM   111   3369459    4.00    7.00    0.00    0.00   11.00     0  netdata
01:33:48 PM   111   3369836    0.00    0.00    0.00    1.00    0.00     0  bash
01:33:48 PM   111   3369856    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:48 PM   111   3369857    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:48 PM   111   3369861    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:48 PM   111   3369865    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:48 PM   111   3369866    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:33:48 PM   111   3369872    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:48 PM   111   3369874    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:48 PM   111   3369876    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:48 PM  1000   3370069    0.00    0.00    0.00    0.00    0.00     5  ssh
01:33:48 PM  1000   3370070    0.00    0.00    0.00    0.00    0.00     2  sh

01:33:48 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:49 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
01:33:49 PM   111   3369459    6.00    7.00    0.00    0.00   13.00     0  netdata
01:33:49 PM   111   3369836    0.00    1.00    0.00    0.00    1.00     0  bash
01:33:49 PM   111   3369856    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:49 PM   111   3369857    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
