Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:39:51 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:40:31 PM     0      9965    0.03    0.00    0.00    0.00    0.03     3  systemd-journal
03:40:31 PM   111    255015    1.50    1.15    0.00    0.00    2.65     4  netdata
03:40:31 PM   111    255384    0.10    0.07    0.00    0.00    0.18     3  bash
03:40:31 PM   111    255409    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:40:31 PM  1000    255561    0.20    0.00    0.00    0.00    0.20     5  ssh
03:40:31 PM  1000    255562    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    255015    1.50    1.15    0.00    0.00    2.65     -  netdata
Average:      111    255384    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111    255409    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    255561    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    255562    0.00    0.00    0.00    0.00    0.00     -  sh
