Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:40:44 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:41:24 PM     0      9965    0.03    0.03    0.00    0.00    0.05     2  systemd-journal
03:41:24 PM   111    256258    1.43    1.25    0.00    0.00    2.67     0  netdata
03:41:24 PM   111    256628    0.03    0.15    0.00    0.00    0.18     4  bash
03:41:24 PM   111    256651    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:41:24 PM  1000    256804    0.20    0.00    0.00    0.00    0.20     0  ssh
03:41:24 PM  1000    256805    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111    256258    1.43    1.25    0.00    0.00    2.67     -  netdata
Average:      111    256628    0.03    0.15    0.00    0.00    0.18     -  bash
Average:      111    256651    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    256804    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    256805    0.00    0.00    0.00    0.00    0.00     -  sh
