Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:53:28 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:54:08 PM     0      9965    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
04:54:08 PM   111    323779    2.45    1.73    0.00    0.00    4.17     1  netdata
04:54:08 PM   111    324151    0.10    0.10    0.00    0.00    0.20     4  bash
04:54:08 PM   111    324173    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
04:54:08 PM   111    324176    0.15    0.05    0.00    0.00    0.20     2  go.d.plugin
04:54:08 PM  1000    324357    0.18    0.00    0.00    0.00    0.18     0  ssh
04:54:08 PM  1000    324358    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    323779    2.45    1.73    0.00    0.00    4.17     -  netdata
Average:      111    324151    0.10    0.10    0.00    0.00    0.20     -  bash
Average:      111    324173    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    324176    0.15    0.05    0.00    0.00    0.20     -  go.d.plugin
Average:     1000    324357    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    324358    0.00    0.00    0.00    0.00    0.00     -  sh
