Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:52:35 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:53:15 PM     0      9965    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
04:53:15 PM   111    322477    2.17    2.00    0.00    0.00    4.17     2  netdata
04:53:15 PM   111    322850    0.10    0.05    0.00    0.00    0.15     0  bash
04:53:15 PM   111    322871    0.15    0.07    0.00    0.00    0.22     1  go.d.plugin
04:53:15 PM   111    322874    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
04:53:15 PM  1000    323057    0.20    0.00    0.00    0.00    0.20     2  ssh
04:53:15 PM  1000    323058    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    322477    2.17    2.00    0.00    0.00    4.17     -  netdata
Average:      111    322850    0.10    0.05    0.00    0.00    0.15     -  bash
Average:      111    322871    0.15    0.07    0.00    0.00    0.22     -  go.d.plugin
Average:      111    322874    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    323057    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    323058    0.00    0.00    0.00    0.00    0.00     -  sh
