Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:54:21 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:55:01 PM     0      9965    0.02    0.00    0.00    0.00    0.02     0  systemd-journal
04:55:01 PM   111    325083   14.45    5.70    0.00    0.00   20.14     1  netdata
04:55:01 PM   111    325453    0.10    0.10    0.00    0.00    0.20     2  bash
04:55:01 PM   111    325476    0.15    0.07    0.00    0.00    0.22     4  go.d.plugin
04:55:01 PM   111    325477    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
04:55:01 PM  1000    325662    0.20    0.00    0.00    0.00    0.20     1  ssh
04:55:01 PM  1000    325663    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.02    0.00    0.00    0.00    0.02     -  systemd-journal
Average:      111    325083   14.45    5.70    0.00    0.00   20.14     -  netdata
Average:      111    325453    0.10    0.10    0.00    0.00    0.20     -  bash
Average:      111    325476    0.15    0.07    0.00    0.00    0.22     -  go.d.plugin
Average:      111    325477    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    325662    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    325663    0.00    0.00    0.00    0.00    0.00     -  sh
