          <idle>-0       [003] ..s1. 1336900.385287: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385294: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385299: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385300: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385419: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385421: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385446: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385447: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385488: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385493: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385566: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385569: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385616: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385618: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385624: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385625: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385625: softirq_entry: vec=6 [action=TASKLET]
          <idle>-0       [001] ..s1. 1336900.385625: softirq_exit: vec=6 [action=TASKLET]
          <idle>-0       [003] ..s1. 1336900.385679: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385686: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385721: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385723: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385764: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385764: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385829: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385831: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385890: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385894: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385937: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.385940: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385978: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385979: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336900.385980: softirq_entry: vec=6 [action=TASKLET]
          <idle>-0       [001] ..s1. 1336900.385980: softirq_exit: vec=6 [action=TASKLET]
          <idle>-0       [003] ..s1. 1336900.386294: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.386297: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.386321: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.386323: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.386389: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.386395: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.386518: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336900.386520: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336923.196400: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336923.196403: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336923.196403: softirq_entry: vec=6 [action=TASKLET]
          <idle>-0       [001] ..s1. 1336923.196403: softirq_exit: vec=6 [action=TASKLET]
          <idle>-0       [003] ..s1. 1336923.196414: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] .Ns1. 1336923.196423: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [003] ..s1. 1336923.196534: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [003] .Ns1. 1336923.196537: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336923.196581: softirq_entry: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336923.196582: softirq_exit: vec=3 [action=NET_RX]
          <idle>-0       [001] ..s1. 1336923.196582: softirq_entry: vec=6 [action=TASKLET]
