Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:35:04 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:35:44 AM     0       660    0.03    0.00    0.00    0.00    0.03     4  systemd-journal
11:35:44 AM   111    717900    4.88    1.98    0.00    0.75    6.85     0  netdata
11:35:44 AM   111    718277    0.10    0.07    0.00    0.03    0.18     0  bash
11:35:44 AM   111    718296    0.00    0.03    0.00    0.00    0.03     0  debugfs.plugin
11:35:44 AM   111    718300    0.33    0.73    0.00    0.18    1.05     0  apps.plugin
11:35:44 AM   111    718302    0.00    0.03    0.00    0.03    0.03     0  sd-jrnl.plugin
11:35:44 AM   111    718303    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
11:35:44 AM   111    718306    0.00    0.00    0.00    0.03    0.00     0  NETWORK-VIEWER
11:35:44 AM   111    718307    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:35:44 AM   111    718311    0.12    0.00    0.00    0.00    0.12     0  go.d.plugin
11:35:44 AM   111    718314    0.00    0.00    0.00    0.03    0.00     0  nfacct.plugin
11:35:44 AM  1000    718508    0.20    0.00    0.00    0.00    0.20     2  ssh
11:35:44 AM  1000    718509    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    717900    4.88    1.98    0.00    0.75    6.85     -  netdata
Average:      111    718277    0.10    0.07    0.00    0.03    0.18     -  bash
Average:      111    718296    0.00    0.03    0.00    0.00    0.03     -  debugfs.plugin
Average:      111    718300    0.33    0.73    0.00    0.18    1.05     -  apps.plugin
Average:      111    718302    0.00    0.03    0.00    0.03    0.03     -  sd-jrnl.plugin
Average:      111    718303    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:      111    718306    0.00    0.00    0.00    0.03    0.00     -  NETWORK-VIEWER
Average:      111    718307    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    718311    0.12    0.00    0.00    0.00    0.12     -  go.d.plugin
Average:      111    718314    0.00    0.00    0.00    0.03    0.00     -  nfacct.plugin
Average:     1000    718508    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    718509    0.00    0.00    0.00    0.00    0.00     -  sh
