Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

12:49:44 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:49:45 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:49:45 PM   111   3335662    4.00   10.00    0.00    0.00   14.00     0  netdata
12:49:45 PM   111   3336042    0.00    0.00    0.00    0.00    0.00     0  bash
12:49:45 PM   111   3336062    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:49:45 PM   111   3336063    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:49:45 PM   111   3336064    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:49:45 PM   111   3336065    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:49:45 PM   111   3336067    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:49:45 PM   111   3336073    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:49:45 PM   111   3336087    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:49:45 PM   111   3336090    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:49:45 PM  1000   3336271    7.00    0.00    0.00    0.00    7.00     2  ssh
12:49:45 PM  1000   3336272    0.00    0.00    0.00    0.00    0.00     3  sh

12:49:45 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:49:46 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
12:49:46 PM   111   3335662    1.00    6.00    0.00    0.00    7.00     0  netdata
12:49:46 PM   111   3336042    1.00    0.00    0.00    0.00    1.00     0  bash
12:49:46 PM   111   3336062    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:49:46 PM   111   3336063    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:49:46 PM   111   3336064    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:49:46 PM   111   3336065    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:49:46 PM   111   3336067    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:49:46 PM   111   3336073    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:49:46 PM   111   3336087    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:49:46 PM   111   3336090    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
12:49:46 PM  1000   3336271    0.00    0.00    0.00    0.00    0.00     2  ssh
12:49:46 PM  1000   3336272    0.00    0.00    0.00    0.00    0.00     3  sh

12:49:46 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:49:47 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
12:49:47 PM   111   3335662    3.00    4.00    0.00    0.00    7.00     0  netdata
12:49:47 PM   111   3336042    0.00    0.00    0.00    0.00    0.00     0  bash
12:49:47 PM   111   3336062    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:49:47 PM   111   3336063    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:49:47 PM   111   3336064    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:49:47 PM   111   3336065    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:49:47 PM   111   3336067    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:49:47 PM   111   3336073    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:49:47 PM   111   3336087    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:49:47 PM   111   3336090    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
12:49:47 PM  1000   3336271    0.00    0.00    0.00    0.00    0.00     2  ssh
12:49:47 PM  1000   3336272    0.00    0.00    0.00    0.00    0.00     3  sh

12:49:47 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:49:48 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
12:49:48 PM   111   3335662    3.00    6.00    0.00    0.00    9.00     0  netdata
12:49:48 PM   111   3336042    0.00    1.00    0.00    0.00    1.00     0  bash
12:49:48 PM   111   3336062    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:49:48 PM   111   3336063    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:49:48 PM   111   3336064    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
