Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

12:50:50 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:51 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:51 PM   111   3338377    7.00    7.00    0.00    0.00   14.00     0  netdata
12:50:51 PM   111   3338754    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:51 PM   111   3338777    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:51 PM   111   3338779    1.00    0.00    0.00    0.00    1.00     0  go.d.plugin
12:50:51 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:51 PM   111   3338782    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:51 PM   111   3338786    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:51 PM   111   3338788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:51 PM   111   3338790    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:51 PM   111   3338793    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:50:51 PM  1000   3338986    8.00    0.00    0.00    0.00    8.00     5  ssh
12:50:51 PM  1000   3338987    0.00    0.00    0.00    0.00    0.00     1  sh

12:50:51 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:52 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:50:52 PM   111   3338377    1.00    7.00    0.00    0.00    8.00     0  netdata
12:50:52 PM   111   3338754    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:52 PM   111   3338777    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:52 PM   111   3338779    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:52 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:52 PM   111   3338782    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:52 PM   111   3338786    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:52 PM   111   3338788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:52 PM   111   3338790    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:52 PM   111   3338793    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
12:50:52 PM  1000   3338986    0.00    0.00    0.00    0.00    0.00     5  ssh
12:50:52 PM  1000   3338987    0.00    0.00    0.00    0.00    0.00     1  sh

12:50:52 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:53 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:50:53 PM   111   3338377    3.00    8.00    0.00    0.00   11.00     0  netdata
12:50:53 PM   111   3338754    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:53 PM   111   3338777    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:53 PM   111   3338779    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:53 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:53 PM   111   3338782    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:53 PM   111   3338786    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:53 PM   111   3338788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:53 PM   111   3338790    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:53 PM   111   3338793    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:50:53 PM  1000   3338986    0.00    0.00    0.00    0.00    0.00     5  ssh
12:50:53 PM  1000   3338987    0.00    0.00    0.00    0.00    0.00     1  sh

12:50:53 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:54 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:50:54 PM   111   3338377    7.00    6.00    0.00    0.00   13.00     0  netdata
12:50:54 PM   111   3338754    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:54 PM   111   3338777    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:54 PM   111   3338779    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:54 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:54 PM   111   3338782    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:54 PM   111   3338786    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:54 PM   111   3338788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:54 PM   111   3338790    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:54 PM   111   3338793    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
12:50:54 PM  1000   3338986    0.00    0.00    0.00    0.00    0.00     5  ssh
12:50:54 PM  1000   3338987    0.00    0.00    0.00    0.00    0.00     1  sh

12:50:54 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:55 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:50:55 PM   111   3338377    0.00    2.00    0.00    0.00    2.00     0  netdata
12:50:55 PM   111   3338754    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:55 PM   111   3338777    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:55 PM   111   3338779    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:55 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:55 PM   111   3338782    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:55 PM   111   3338786    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:55 PM   111   3338788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:55 PM   111   3338790    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:55 PM   111   3338793    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:50:55 PM  1000   3338986    0.00    0.00    0.00    0.00    0.00     5  ssh
12:50:55 PM  1000   3338987    0.00    0.00    0.00    0.00    0.00     1  sh

12:50:55 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:56 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:50:56 PM   111   3338377    1.00    0.00    0.00    0.00    1.00     0  netdata
12:50:56 PM   111   3338754    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:56 PM   111   3338777    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:56 PM   111   3338779    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:56 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:56 PM   111   3338782    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:56 PM   111   3338786    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:56 PM   111   3338788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:56 PM   111   3338790    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:56 PM   111   3338793    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
12:50:56 PM  1000   3338986    0.00    0.00    0.00    0.00    0.00     5  ssh
12:50:56 PM  1000   3338987    0.00    0.00    0.00    0.00    0.00     1  sh

12:50:56 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:57 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:50:57 PM   111   3338377    0.00    0.00    0.00    0.00    0.00     0  netdata
12:50:57 PM   111   3338754    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:57 PM   111   3338777    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:57 PM   111   3338779    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:57 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:57 PM   111   3338782    0.00    1.00    0.00    0.00    1.00     0  debugfs.plugin
12:50:57 PM   111   3338786    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:57 PM   111   3338788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:57 PM   111   3338790    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:57 PM   111   3338793    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:50:57 PM  1000   3338986    0.00    0.00    0.00    0.00    0.00     5  ssh
12:50:57 PM  1000   3338987    0.00    0.00    0.00    0.00    0.00     1  sh

12:50:57 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:58 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:50:58 PM   111   3338377    0.00    1.00    0.00    0.00    1.00     0  netdata
12:50:58 PM   111   3338754    0.00    1.00    0.00    0.00    1.00     0  bash
12:50:58 PM   111   3338777    0.00    0.00    0.00    1.00    0.00     0  NETWORK-VIEWER
12:50:58 PM   111   3338779    1.00    0.00    0.00    0.00    1.00     0  go.d.plugin
12:50:58 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:58 PM   111   3338782    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:58 PM   111   3338786    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:58 PM   111   3338788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:58 PM   111   3338790    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:58 PM   111   3338793    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:50:58 PM  1000   3338986    0.00    0.00    0.00    0.00    0.00     5  ssh
12:50:58 PM  1000   3338987    0.00    0.00    0.00    0.00    0.00     1  sh

12:50:58 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:59 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:50:59 PM   111   3338377    1.00    0.00    0.00    0.00    1.00     0  netdata
12:50:59 PM   111   3338754    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:59 PM   111   3338777    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:59 PM   111   3338779    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:59 PM   111   3338781    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
