Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:41:05 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:41:45 PM     0      1495    0.00    0.00    0.00    0.00    0.00     0  systemd-journal
08:41:45 PM   111     87429    0.43    0.30    0.00    0.00    0.73     4  netdata
08:41:45 PM   111     87799    0.03    0.12    0.00    0.00    0.15     3  bash
08:41:45 PM   111     87821    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
08:41:45 PM   111     87824    0.12    0.03    0.00    0.00    0.15     2  go.d.plugin
08:41:45 PM  1000     88080    0.00    0.00    0.00    0.00    0.00     4  ssh
08:41:45 PM  1000     88559    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     87429    0.43    0.30    0.00    0.00    0.73     -  netdata
Average:      111     87799    0.03    0.12    0.00    0.00    0.15     -  bash
Average:      111     87821    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111     87824    0.12    0.03    0.00    0.00    0.15     -  go.d.plugin
Average:     1000     88080    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     88559    0.00    0.00    0.00    0.00    0.00     -  sh
