Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:42:43 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:43:23 PM     0      1495    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
08:43:23 PM   111     89114    0.20    0.57    0.00    0.00    0.78     2  netdata
08:43:23 PM   111     89489    0.10    0.07    0.00    0.00    0.18     0  bash
08:43:23 PM   111     89509    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
08:43:23 PM   111     89511    0.10    0.00    0.00    0.00    0.10     4  go.d.plugin
08:43:23 PM  1000     89769    0.00    0.00    0.00    0.00    0.00     0  ssh
08:43:23 PM  1000     90241    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     89114    0.20    0.57    0.00    0.00    0.78     -  netdata
Average:      111     89489    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111     89509    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111     89511    0.10    0.00    0.00    0.00    0.10     -  go.d.plugin
Average:     1000     89769    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     90241    0.00    0.00    0.00    0.00    0.00     -  sh
