Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

12:35:52 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:36:32 AM     0      9965    0.03    0.00    0.00    0.00    0.03     5  systemd-journal
12:36:32 AM   111   3943965    2.27    2.12    0.00    0.00    4.40     3  netdata
12:36:32 AM   111   3944339    0.07    0.10    0.00    0.00    0.18     3  bash
12:36:32 AM   111   3944359    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
12:36:32 AM   111   3944361    0.18    0.05    0.00    0.00    0.22     4  go.d.plugin
12:36:32 AM  1000   3944544    0.20    0.00    0.00    0.00    0.20     2  ssh
12:36:32 AM  1000   3944545    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111   3943965    2.27    2.12    0.00    0.00    4.40     -  netdata
Average:      111   3944339    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111   3944359    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111   3944361    0.18    0.05    0.00    0.00    0.22     -  go.d.plugin
Average:     1000   3944544    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3944545    0.00    0.00    0.00    0.00    0.00     -  sh
