Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

12:04:09 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:04:49 AM     0      9965    0.03    0.03    0.00    0.00    0.05     5  systemd-journal
12:04:49 AM   111   3898035    1.90    1.62    0.00    0.00    3.52     3  netdata
12:04:49 AM   111   3898407    0.07    0.07    0.00    0.00    0.15     4  bash
12:04:49 AM   111   3898428    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
12:04:49 AM  1000   3898582    0.20    0.00    0.00    0.00    0.20     2  ssh
12:04:49 AM  1000   3898583    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111   3898035    1.90    1.62    0.00    0.00    3.52     -  netdata
Average:      111   3898407    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111   3898428    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3898582    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3898583    0.00    0.00    0.00    0.00    0.00     -  sh
