Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

12:49:22 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:49:23 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:49:23 PM   111   3334777    8.00    6.00    0.00    0.00   14.00     0  netdata
12:49:23 PM   111   3335154    0.00    1.00    0.00    0.00    1.00     0  bash
12:49:23 PM   111   3335176    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:49:23 PM   111   3335181    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:49:23 PM   111   3335183    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:49:23 PM   111   3335185    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:49:23 PM   111   3335189    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:49:23 PM   111   3335192    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:49:23 PM   111   3335193    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:49:23 PM   111   3335196    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:49:23 PM  1000   3335386    8.00    0.00    0.00    0.00    8.00     2  ssh
12:49:23 PM  1000   3335387    0.00    0.00    0.00    0.00    0.00     4  sh

12:49:23 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:49:24 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:49:24 PM   111   3334777    4.00    3.00    0.00    0.00    7.00     0  netdata
12:49:24 PM   111   3335154    0.00    0.00    0.00    0.00    0.00     0  bash
12:49:24 PM   111   3335176    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:49:24 PM   111   3335181    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:49:24 PM   111   3335183    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:49:24 PM   111   3335185    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:49:24 PM   111   3335189    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:49:24 PM   111   3335192    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:49:24 PM   111   3335193    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
