Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

12:50:28 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:29 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:50:29 PM   111   3337490    4.00   10.00    0.00    0.00   14.00     0  netdata
12:50:29 PM   111   3337867    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:29 PM   111   3337886    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:29 PM   111   3337887    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:29 PM   111   3337888    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
12:50:29 PM   111   3337891    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:29 PM   111   3337897    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:29 PM   111   3337902    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:29 PM   111   3337908    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:29 PM   111   3337912    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:29 PM  1000   3338099    8.00    0.00    0.00    0.00    8.00     1  ssh
12:50:29 PM  1000   3338100    0.00    0.00    0.00    0.00    0.00     2  sh

12:50:29 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:30 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:30 PM   111   3337490    1.00    7.00    0.00    0.00    8.00     0  netdata
12:50:30 PM   111   3337867    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:30 PM   111   3337886    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:30 PM   111   3337887    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:30 PM   111   3337888    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
12:50:30 PM   111   3337891    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:30 PM   111   3337897    1.00    0.00    0.00    0.00    1.00     0  go.d.plugin
12:50:30 PM   111   3337902    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:30 PM   111   3337908    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:30 PM   111   3337912    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:30 PM  1000   3338099    0.00    0.00    0.00    0.00    0.00     1  ssh
12:50:30 PM  1000   3338100    0.00    0.00    0.00    0.00    0.00     2  sh

12:50:30 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:31 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:31 PM   111   3337490    4.00    5.00    0.00    0.00    9.00     0  netdata
12:50:31 PM   111   3337867    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:31 PM   111   3337886    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:31 PM   111   3337887    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:31 PM   111   3337888    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:50:31 PM   111   3337891    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:31 PM   111   3337897    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:31 PM   111   3337902    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:31 PM   111   3337908    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:31 PM   111   3337912    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:31 PM  1000   3338099    0.00    0.00    0.00    0.00    0.00     1  ssh
12:50:31 PM  1000   3338100    0.00    0.00    0.00    0.00    0.00     2  sh

12:50:31 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:32 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:32 PM   111   3337490    6.00    6.00    0.00    0.00   12.00     0  netdata
12:50:32 PM   111   3337867    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:32 PM   111   3337886    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:32 PM   111   3337887    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:32 PM   111   3337888    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
12:50:32 PM   111   3337891    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:32 PM   111   3337897    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:32 PM   111   3337902    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:32 PM   111   3337908    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:32 PM   111   3337912    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:32 PM  1000   3338099    0.00    0.00    0.00    0.00    0.00     1  ssh
12:50:32 PM  1000   3338100    0.00    0.00    0.00    0.00    0.00     2  sh

12:50:32 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:33 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:33 PM   111   3337490    4.00    4.00    0.00    0.00    8.00     0  netdata
12:50:33 PM   111   3337867    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:33 PM   111   3337886    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:33 PM   111   3337887    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:33 PM   111   3337888    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
12:50:33 PM   111   3337891    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:33 PM   111   3337897    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:33 PM   111   3337902    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:33 PM   111   3337908    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:33 PM   111   3337912    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:33 PM  1000   3338099    0.00    0.00    0.00    0.00    0.00     1  ssh
12:50:33 PM  1000   3338100    0.00    0.00    0.00    0.00    0.00     2  sh

12:50:33 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:34 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:34 PM   111   3337490    1.00    0.00    0.00    0.00    1.00     0  netdata
12:50:34 PM   111   3337867    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:34 PM   111   3337886    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:34 PM   111   3337887    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
