Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:13:35 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:14:15 AM     0      1495    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
03:14:15 AM   111    376043    0.20    0.47    0.00    0.00    0.68     4  netdata
03:14:15 AM   111    376413    0.05    0.10    0.00    0.00    0.15     4  bash
03:14:15 AM   111    376434    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:14:15 AM  1000    376654    0.22    0.00    0.00    0.00    0.22     5  ssh
03:14:15 AM  1000    376655    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    376043    0.20    0.47    0.00    0.00    0.68     -  netdata
Average:      111    376413    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    376434    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    376654    0.22    0.00    0.00    0.00    0.22     -  ssh
Average:     1000    376655    0.00    0.00    0.00    0.00    0.00     -  sh
