Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:57:55 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:58:35 PM     0      1495    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
08:58:35 PM   111    107285   15.53    4.80    0.00    0.00   20.32     0  netdata
08:58:35 PM   111    107662    0.05    0.12    0.00    0.00    0.18     4  bash
08:58:35 PM   111    107677    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
08:58:35 PM  1000    107902    0.20    0.00    0.00    0.00    0.20     0  ssh
08:58:35 PM  1000    107903    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    107285   15.53    4.80    0.00    0.00   20.32     -  netdata
Average:      111    107662    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    107677    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    107902    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    107903    0.00    0.00    0.00    0.00    0.00     -  sh
