Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:56:00 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:56:40 PM     0      1495    0.03    0.00    0.00    0.00    0.03     5  systemd-journal
08:56:40 PM   111    104837    0.33    0.33    0.00    0.00    0.65     1  netdata
08:56:40 PM   111    105214    0.07    0.10    0.00    0.00    0.18     3  bash
08:56:40 PM   111    105230    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
08:56:40 PM  1000    105454    0.20    0.00    0.00    0.00    0.20     2  ssh
08:56:40 PM  1000    105455    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    104837    0.33    0.33    0.00    0.00    0.65     -  netdata
Average:      111    105214    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111    105230    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    105454    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    105455    0.00    0.00    0.00    0.00    0.00     -  sh
