Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:52:02 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:52:42 AM     0      1495    0.00    0.00    0.00    0.00    0.00     0  systemd-journal
02:52:42 AM   111    353216   12.93    5.27    0.00    0.00   18.20     2  netdata
02:52:42 AM   111    353586    0.05    0.15    0.00    0.00    0.20     4  bash
02:52:42 AM   111    353608    0.12    0.03    0.00    0.00    0.15     3  go.d.plugin
02:52:42 AM   111    353611    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
02:52:42 AM  1000    353888    0.00    0.00    0.00    0.00    0.00     3  ssh
02:52:42 AM  1000    354336    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    353216   12.93    5.27    0.00    0.00   18.20     -  netdata
Average:      111    353586    0.05    0.15    0.00    0.00    0.20     -  bash
Average:      111    353608    0.12    0.03    0.00    0.00    0.15     -  go.d.plugin
Average:      111    353611    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    353888    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    354336    0.00    0.00    0.00    0.00    0.00     -  sh
