Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:32:53 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:33:33 AM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
03:33:33 AM   111    400199    0.35    0.25    0.00    0.00    0.60     4  netdata
03:33:33 AM   111    400570    0.07    0.07    0.00    0.00    0.15     1  bash
03:33:33 AM   111    400590    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:33:33 AM  1000    400810    0.20    0.00    0.00    0.00    0.20     0  ssh
03:33:33 AM  1000    400811    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    400199    0.35    0.25    0.00    0.00    0.60     -  netdata
Average:      111    400570    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    400590    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    400810    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    400811    0.00    0.00    0.00    0.00    0.00     -  sh
