Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:50:24 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:51:04 AM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
02:51:04 AM   111    351578    0.50    0.33    0.00    0.00    0.83     0  netdata
02:51:04 AM   111    351948    0.03    0.12    0.00    0.00    0.15     2  bash
02:51:04 AM   111    351970    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
02:51:04 AM   111    351972    0.15    0.03    0.00    0.00    0.18     4  go.d.plugin
02:51:04 AM  1000    352250    0.00    0.00    0.00    0.00    0.00     2  ssh
02:51:04 AM  1000    352698    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    351578    0.50    0.33    0.00    0.00    0.83     -  netdata
Average:      111    351948    0.03    0.12    0.00    0.00    0.15     -  bash
Average:      111    351970    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    351972    0.15    0.03    0.00    0.00    0.18     -  go.d.plugin
Average:     1000    352250    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    352698    0.00    0.00    0.00    0.00    0.00     -  sh
