Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:34:49 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:35:29 AM     0      1495    0.03    0.00    0.00    0.00    0.03     4  systemd-journal
03:35:29 AM   111    402661   15.75    4.25    0.00    0.00   20.00     0  netdata
03:35:29 AM   111    403031    0.12    0.07    0.00    0.00    0.20     2  bash
03:35:29 AM   111    403054    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:35:29 AM  1000    403272    0.20    0.00    0.00    0.00    0.20     3  ssh
03:35:29 AM  1000    403273    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    402661   15.75    4.25    0.00    0.00   20.00     -  netdata
Average:      111    403031    0.12    0.07    0.00    0.00    0.20     -  bash
Average:      111    403054    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    403272    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    403273    0.00    0.00    0.00    0.00    0.00     -  sh
