Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:48:46 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:49:26 AM     0      1495    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
02:49:26 AM   111    349940    0.40    0.40    0.00    0.00    0.80     0  netdata
02:49:26 AM   111    350310    0.07    0.07    0.00    0.00    0.15     3  bash
02:49:26 AM   111    350332    0.15    0.00    0.00    0.00    0.15     2  go.d.plugin
02:49:26 AM   111    350333    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
02:49:26 AM  1000    350611    0.00    0.00    0.00    0.00    0.00     0  ssh
02:49:26 AM  1000    351060    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    349940    0.40    0.40    0.00    0.00    0.80     -  netdata
Average:      111    350310    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    350332    0.15    0.00    0.00    0.00    0.15     -  go.d.plugin
Average:      111    350333    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    350611    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    351060    0.00    0.00    0.00    0.00    0.00     -  sh
