Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:22:05 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:22:45 AM     0       660    0.00    0.03    0.00    0.00    0.03     4  systemd-journal
11:22:45 AM   111    700740    2.33    1.70    0.00    0.68    4.03     0  netdata
11:22:45 AM   111    701117    0.03    0.12    0.00    0.03    0.15     0  bash
11:22:45 AM   111    701136    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:22:45 AM   111    701137    0.10    0.05    0.00    0.00    0.15     0  go.d.plugin
11:22:45 AM   111    701143    0.35    0.68    0.00    0.03    1.03     0  apps.plugin
11:22:45 AM   111    701145    0.00    0.03    0.00    0.00    0.03     0  ebpf.plugin
11:22:45 AM   111    701147    0.00    0.05    0.00    0.03    0.05     0  debugfs.plugin
11:22:45 AM   111    701148    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:22:45 AM   111    701149    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:22:45 AM   111    701151    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
11:22:45 AM  1000    701345    0.18    0.00    0.00    0.00    0.18     5  ssh
11:22:45 AM  1000    701346    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    700740    2.33    1.70    0.00    0.68    4.03     -  netdata
Average:      111    701117    0.03    0.12    0.00    0.03    0.15     -  bash
Average:      111    701136    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    701137    0.10    0.05    0.00    0.00    0.15     -  go.d.plugin
Average:      111    701143    0.35    0.68    0.00    0.03    1.03     -  apps.plugin
Average:      111    701145    0.00    0.03    0.00    0.00    0.03     -  ebpf.plugin
Average:      111    701147    0.00    0.05    0.00    0.03    0.05     -  debugfs.plugin
Average:      111    701148    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    701149    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    701151    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:     1000    701345    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    701346    0.00    0.00    0.00    0.00    0.00     -  sh
