Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:32:27 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:33:07 AM     0       660    0.03    0.00    0.00    0.00    0.03     2  systemd-journal
11:33:07 AM   111    714465    3.15    1.68    0.00    0.65    4.83     0  netdata
11:33:07 AM   111    714842    0.12    0.05    0.00    0.03    0.18     0  bash
11:33:07 AM   111    714863    0.25    0.78    0.00    0.00    1.03     0  apps.plugin
11:33:07 AM   111    714866    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:33:07 AM   111    714867    0.07    0.05    0.00    0.00    0.12     0  go.d.plugin
11:33:07 AM   111    714868    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
11:33:07 AM   111    714870    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:33:07 AM   111    714874    0.00    0.00    0.00    0.05    0.00     0  NETWORK-VIEWER
11:33:07 AM   111    714877    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
11:33:07 AM   111    714878    0.00    0.03    0.00    0.00    0.03     0  debugfs.plugin
11:33:07 AM  1000    715062    0.20    0.00    0.00    0.00    0.20     4  ssh
11:33:07 AM  1000    715063    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    714465    3.15    1.68    0.00    0.65    4.83     -  netdata
Average:      111    714842    0.12    0.05    0.00    0.03    0.18     -  bash
Average:      111    714863    0.25    0.78    0.00    0.00    1.03     -  apps.plugin
Average:      111    714866    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    714867    0.07    0.05    0.00    0.00    0.12     -  go.d.plugin
Average:      111    714868    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111    714870    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    714874    0.00    0.00    0.00    0.05    0.00     -  NETWORK-VIEWER
Average:      111    714877    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:      111    714878    0.00    0.03    0.00    0.00    0.03     -  debugfs.plugin
Average:     1000    715062    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    715063    0.00    0.00    0.00    0.00    0.00     -  sh
