Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

12:55:28 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:29 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
12:55:29 AM   111   2951558    4.00    2.00    0.00    0.00    6.00     0  netdata
12:55:29 AM  1000   2951559    8.00    0.00    0.00    0.00    8.00     2  ssh
12:55:29 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:29 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:30 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
12:55:30 AM   111   2951558   16.00    5.00    0.00    0.00   21.00     0  netdata
12:55:30 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:30 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:30 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:31 AM     0   1946633    0.00    1.00    0.00    0.00    1.00     2  systemd-journal
12:55:31 AM   111   2951558    4.00    5.00    0.00    0.00    9.00     0  netdata
12:55:31 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:31 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:31 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:32 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:55:32 AM   111   2951558   29.00   10.00    0.00   19.00   39.00     0  netdata
12:55:32 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:32 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:32 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:33 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:55:33 AM   111   2951558   31.00    3.00    0.00    9.00   34.00     0  netdata
12:55:33 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:33 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:33 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:34 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:55:34 AM   111   2951558    7.00    8.00    0.00    0.00   15.00     0  netdata
12:55:34 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:34 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:34 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:35 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:55:35 AM   111   2951558    7.00    8.00    0.00    0.00   15.00     0  netdata
12:55:35 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:35 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:35 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:36 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:55:36 AM   111   2951558    4.00    6.00    0.00    0.00   10.00     0  netdata
12:55:36 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:36 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:36 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:37 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:55:37 AM   111   2951558   10.00    5.00    0.00    0.00   15.00     0  netdata
12:55:37 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:37 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

12:55:37 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:55:38 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
12:55:38 AM   111   2951558    1.00    2.00    0.00    0.00    3.00     0  netdata
12:55:38 AM  1000   2951559    0.00    0.00    0.00    0.00    0.00     2  ssh
12:55:38 AM  1000   2951560    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0   1946633    0.00    0.10    0.00    0.00    0.10     -  systemd-journal
Average:      111   2951558   11.30    5.40    0.00    2.80   16.70     -  netdata
Average:     1000   2951559    0.80    0.00    0.00    0.00    0.80     -  ssh
Average:     1000   2951560    0.00    0.00    0.00    0.00    0.00     -  sh
