Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:18:37 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:19:17 AM     0       660    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
11:19:17 AM   111    696200    3.00    1.85    0.00    0.68    4.85     0  netdata
11:19:17 AM   111    696586    0.05    0.12    0.00    0.05    0.18     0  bash
11:19:17 AM   111    696605    0.05    0.00    0.00    0.00    0.05     0  debugfs.plugin
11:19:17 AM   111    696610    0.27    0.73    0.00    0.05    1.00     0  apps.plugin
11:19:17 AM   111    696611    0.12    0.03    0.00    0.00    0.15     0  go.d.plugin
11:19:17 AM   111    696612    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:19:17 AM   111    696617    0.00    0.03    0.00    0.00    0.03     0  ebpf.plugin
11:19:17 AM   111    696618    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:19:17 AM   111    696623    0.03    0.03    0.00    0.18    0.05     0  sd-jrnl.plugin
11:19:17 AM   111    696625    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:19:17 AM  1000    696801    0.12    0.00    0.00    0.00    0.12     5  ssh
11:19:17 AM  1000    696802    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    696200    3.00    1.85    0.00    0.68    4.85     -  netdata
Average:      111    696586    0.05    0.12    0.00    0.05    0.18     -  bash
Average:      111    696605    0.05    0.00    0.00    0.00    0.05     -  debugfs.plugin
Average:      111    696610    0.27    0.73    0.00    0.05    1.00     -  apps.plugin
Average:      111    696611    0.12    0.03    0.00    0.00    0.15     -  go.d.plugin
Average:      111    696612    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    696617    0.00    0.03    0.00    0.00    0.03     -  ebpf.plugin
Average:      111    696618    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    696623    0.03    0.03    0.00    0.18    0.05     -  sd-jrnl.plugin
Average:      111    696625    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    696801    0.12    0.00    0.00    0.00    0.12     -  ssh
Average:     1000    696802    0.00    0.00    0.00    0.00    0.00     -  sh
