Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:29:09 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:29:49 AM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
02:29:49 AM   111    330482    0.40    0.38    0.00    0.00    0.78     1  netdata
02:29:49 AM   111    330852    0.05    0.12    0.00    0.00    0.18     0  bash
02:29:49 AM   111    330874    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
02:29:49 AM   111    330876    0.15    0.00    0.00    0.00    0.15     0  go.d.plugin
02:29:49 AM  1000    331142    0.00    0.00    0.00    0.00    0.00     2  ssh
02:29:49 AM  1000    331590    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    330482    0.40    0.38    0.00    0.00    0.78     -  netdata
Average:      111    330852    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    330874    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    330876    0.15    0.00    0.00    0.00    0.15     -  go.d.plugin
Average:     1000    331142    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    331590    0.00    0.00    0.00    0.00    0.00     -  sh
