Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:21:19 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:21:59 AM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
03:21:59 AM   111    385595    0.38    0.25    0.00    0.00    0.62     1  netdata
03:21:59 AM   111    385965    0.05    0.12    0.00    0.00    0.18     0  bash
03:21:59 AM   111    385985    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:21:59 AM  1000    386206    0.20    0.00    0.00    0.00    0.20     3  ssh
03:21:59 AM  1000    386207    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    385595    0.38    0.25    0.00    0.00    0.62     -  netdata
Average:      111    385965    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    385985    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    386206    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    386207    0.00    0.00    0.00    0.00    0.00     -  sh
