Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:36:20 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:37:00 PM     0      9965    0.00    0.03    0.00    0.00    0.03     1  systemd-journal
03:37:00 PM   111    250060   16.43    6.00    0.00    0.00   22.43     0  netdata
03:37:00 PM   111    250430    0.10    0.07    0.00    0.00    0.18     2  bash
03:37:00 PM   111    250452    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
03:37:00 PM  1000    250606    0.18    0.00    0.00    0.00    0.18     5  ssh
03:37:00 PM  1000    250607    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    250060   16.43    6.00    0.00    0.00   22.43     -  netdata
Average:      111    250430    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111    250452    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    250606    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    250607    0.00    0.00    0.00    0.00    0.00     -  sh
