Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:49:03 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:49:43 PM     0      9965    0.00    0.03    0.00    0.00    0.03     3  systemd-journal
04:49:43 PM   111    317274   14.17    5.50    0.00    0.00   19.68     1  netdata
04:49:43 PM   111    317654    0.05    0.12    0.00    0.00    0.18     4  bash
04:49:43 PM   111    317670    0.15    0.05    0.00    0.00    0.20     2  go.d.plugin
04:49:43 PM   111    317673    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
04:49:43 PM  1000    317852    0.20    0.00    0.00    0.00    0.20     5  ssh
04:49:43 PM  1000    317853    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    317274   14.17    5.50    0.00    0.00   19.68     -  netdata
Average:      111    317654    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    317670    0.15    0.05    0.00    0.00    0.20     -  go.d.plugin
Average:      111    317673    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    317852    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    317853    0.00    0.00    0.00    0.00    0.00     -  sh
