Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:28:03 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:28:43 AM     0      1495    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
03:28:43 AM   111    394079    0.62    0.05    0.00    0.00    0.68     1  netdata
03:28:43 AM   111    394451    0.07    0.07    0.00    0.00    0.15     3  bash
03:28:43 AM   111    394472    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:28:43 AM  1000    394690    0.15    0.00    0.00    0.00    0.15     0  ssh
03:28:43 AM  1000    394691    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    394079    0.62    0.05    0.00    0.00    0.68     -  netdata
Average:      111    394451    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    394472    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    394690    0.15    0.00    0.00    0.00    0.15     -  ssh
Average:     1000    394691    0.00    0.00    0.00    0.00    0.00     -  sh
