Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:00:14 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:00:54 PM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
08:00:54 PM   111     43347   11.10    4.95    0.00    0.00   16.05     1  netdata
08:00:54 PM   111     43717    0.07    0.07    0.00    0.00    0.15     1  bash
08:00:54 PM   111     43740    0.10    0.05    0.00    0.00    0.15     4  go.d.plugin
08:00:54 PM   111     43741    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
08:00:54 PM  1000     44001    0.00    0.00    0.00    0.00    0.00     1  ssh
08:00:54 PM  1000     44473    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     43347   11.10    4.95    0.00    0.00   16.05     -  netdata
Average:      111     43717    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111     43740    0.10    0.05    0.00    0.00    0.15     -  go.d.plugin
Average:      111     43741    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     44001    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     44473    0.00    0.00    0.00    0.00    0.00     -  sh
