Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

12:08:15 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:16 AM   111    249308   11.00    8.00    0.00    0.00   19.00     0  netdata
12:08:16 AM   111    249688    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:16 AM   111    249707    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:16 AM   111    249710    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:16 AM   111    249713    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:16 AM   111    249714    0.00    1.00    0.00    0.00    1.00     0  go.d.plugin
12:08:16 AM   111    249716    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:16 AM   111    249717    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
12:08:16 AM   111    249719    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:16 AM   111    249722    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:16 AM  1000    249917    8.00    0.00    0.00    0.00    8.00     1  ssh
12:08:16 AM  1000    249918    0.00    0.00    0.00    0.00    0.00     4  sh
12:08:16 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

12:08:16 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:17 AM   111    249308    2.00    7.00    0.00    0.00    9.00     0  netdata
12:08:17 AM   111    249688    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:17 AM   111    249707    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:17 AM   111    249710    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:17 AM   111    249713    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:17 AM   111    249714    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:17 AM   111    249716    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:17 AM   111    249717    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
12:08:17 AM   111    249719    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:17 AM   111    249722    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:17 AM  1000    249917    0.00    0.00    0.00    0.00    0.00     1  ssh
12:08:17 AM  1000    249918    0.00    0.00    0.00    0.00    0.00     4  sh
12:08:17 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

12:08:17 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:18 AM   111    249308    5.00    5.00    0.00    0.00   10.00     0  netdata
12:08:18 AM   111    249688    0.00    1.00    0.00    0.00    1.00     0  bash
12:08:18 AM   111    249707    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:18 AM   111    249710    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:18 AM   111    249713    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:18 AM   111    249714    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:18 AM   111    249716    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:18 AM   111    249717    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
12:08:18 AM   111    249719    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:18 AM   111    249722    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:18 AM  1000    249917    0.00    0.00    0.00    0.00    0.00     1  ssh
12:08:18 AM  1000    249918    0.00    0.00    0.00    0.00    0.00     4  sh
12:08:18 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

12:08:18 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:19 AM   111    249308    5.00    7.00    0.00    0.00   12.00     0  netdata
12:08:19 AM   111    249688    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:19 AM   111    249707    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:19 AM   111    249710    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:19 AM   111    249713    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:19 AM   111    249714    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:19 AM   111    249716    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:19 AM   111    249717    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:08:19 AM   111    249719    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:19 AM   111    249722    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:19 AM  1000    249917    0.00    0.00    0.00    0.00    0.00     1  ssh
12:08:19 AM  1000    249918    0.00    0.00    0.00    0.00    0.00     4  sh
12:08:19 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal

12:08:19 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:20 AM   111    249308    2.00    2.00    0.00    0.00    4.00     0  netdata
12:08:20 AM   111    249688    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:20 AM   111    249707    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:20 AM   111    249710    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:20 AM   111    249713    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:20 AM   111    249714    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:20 AM   111    249716    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:20 AM   111    249717    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
12:08:20 AM   111    249719    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:20 AM   111    249722    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:20 AM  1000    249917    0.00    0.00    0.00    0.00    0.00     1  ssh
12:08:20 AM  1000    249918    0.00    0.00    0.00    0.00    0.00     4  sh
12:08:20 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal

12:08:20 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:21 AM   111    249308    0.00    0.00    0.00    0.00    0.00     0  netdata
12:08:21 AM   111    249688    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:21 AM   111    249707    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:21 AM   111    249710    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:21 AM   111    249713    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:21 AM   111    249714    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:21 AM   111    249716    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:21 AM   111    249717    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
12:08:21 AM   111    249719    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:21 AM   111    249722    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:21 AM  1000    249917    0.00    0.00    0.00    0.00    0.00     1  ssh
12:08:21 AM  1000    249918    0.00    0.00    0.00    0.00    0.00     4  sh
12:08:21 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal

12:08:21 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:22 AM   111    249308    1.00    0.00    0.00    0.00    1.00     0  netdata
12:08:22 AM   111    249688    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:22 AM   111    249707    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:22 AM   111    249710    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:08:22 AM   111    249713    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:22 AM   111    249714    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:08:22 AM   111    249716    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:22 AM   111    249717    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:08:22 AM   111    249719    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:08:22 AM   111    249722    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:08:22 AM  1000    249917    0.00    0.00    0.00    0.00    0.00     1  ssh
12:08:22 AM  1000    249918    0.00    0.00    0.00    0.00    0.00     4  sh
12:08:22 AM     0   1946633    0.00    0.00    0.00    0.00    0.00     2  systemd-journal

12:08:22 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:08:23 AM   111    249308    1.00    0.00    0.00    0.00    1.00     0  netdata
12:08:23 AM   111    249688    0.00    0.00    0.00    0.00    0.00     0  bash
12:08:23 AM   111    249707    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:08:23 AM   111    249710    1.00    0.00    0.00    0.00    1.00     0  debugfs.plugin
12:08:23 AM   111    249713    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:08:23 AM   111    249714    1.00    0.00    0.00    0.00    1.00     0  go.d.plugin
12:08:23 AM   111    249716    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:08:23 AM   111    249717    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
