Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

12:14:42 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:15:22 AM     0      9965    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
12:15:22 AM   111   3912855    1.90    1.98    0.00    0.00    3.88     2  netdata
12:15:22 AM   111   3913225    0.12    0.03    0.00    0.00    0.15     2  bash
12:15:22 AM   111   3913250    0.10    0.07    0.00    0.00    0.18     4  go.d.plugin
12:15:22 AM   111   3913251    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:15:22 AM  1000   3913434    0.20    0.00    0.00    0.00    0.20     3  ssh
12:15:22 AM  1000   3913435    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111   3912855    1.90    1.98    0.00    0.00    3.88     -  netdata
Average:      111   3913225    0.12    0.03    0.00    0.00    0.15     -  bash
Average:      111   3913250    0.10    0.07    0.00    0.00    0.18     -  go.d.plugin
Average:      111   3913251    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3913434    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3913435    0.00    0.00    0.00    0.00    0.00     -  sh
