Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

04:58:42 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:59:22 PM     0     12006    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
04:59:22 PM   111   1863763    0.45    0.33    0.00    0.00    0.78     3  netdata
04:59:22 PM   111   1864134    0.10    0.05    0.00    0.00    0.15     3  bash
04:59:22 PM   111   1864159    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
04:59:22 PM   111   1864160    0.20    0.03    0.00    0.00    0.22     1  go.d.plugin
04:59:22 PM  1000   1864450    0.00    0.00    0.00    0.00    0.00     4  ssh
04:59:22 PM  1000   1864932    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0     12006    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111   1863763    0.45    0.33    0.00    0.00    0.78     -  netdata
Average:      111   1864134    0.10    0.05    0.00    0.00    0.15     -  bash
Average:      111   1864159    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111   1864160    0.20    0.03    0.00    0.00    0.22     -  go.d.plugin
Average:     1000   1864450    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000   1864932    0.00    0.00    0.00    0.00    0.00     -  sh
